,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
14439,Seated_Forward_Bend_pose_or_Paschimottanasana_,576.jpg,1,7,52,both
10425,Warrior_III_Pose_or_Virabhadrasana_III_,297.jpg,0,3,73,both
5649,Lord_of_the_Dance_Pose_or_Natarajasana_,393.jpg,0,3,39,both
7920,Sitting pose 1 (normal),1_544.jpg,1,4,57,both
2522,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,38.jpg,4,16,15,both
14594,Split pose,2_330.jpg,1,6,58,both
492,Bow_Pose_or_Dhanurasana_,318.jpg,5,19,4,both
8167,Split pose,2_439.jpg,1,6,58,both
6241,Plow_Pose_or_Halasana_,251.jpg,3,12,45,both
5311,Intense_Side_Stretch_Pose_or_Parsvottanasana_,313.jpg,0,1,36,both
3183,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_154.jpg,0,2,21,both
5114,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_27.jpg,1,7,34,both
1336,Chair_Pose_or_Utkatasana_,50.jpg,0,0,8,both
10219,Virasana_or_Vajrasana,1_147.jpg,1,5,72,both
4406,Gate_Pose_or_Parighasana_,0_299.jpg,0,2,29,both
5204,Heron_Pose_or_Krounchasana_,2_345.jpg,1,8,35,both
9212,Supta_Baddha_Konasana_,2_0_232.jpg,4,13,65,both
1799,Cobra_Pose_or_Bhujangasana_,1_285.jpg,4,14,10,both
8054,Sitting pose 1 (normal),2_215.jpg,1,4,57,both
12010,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,357.jpg,4,16,26,both
10160,Virasana_or_Vajrasana,2_170.jpg,1,5,72,both
2123,Cow_Face_Pose_or_Gomukhasana_,558.jpg,1,5,13,both
2310,Crane_(Crow)_Pose_or_Bakasana_,1_48.jpg,2,9,14,both
6255,Plow_Pose_or_Halasana_,373.jpg,3,12,45,both
12801,Supported_Headstand_pose_or_Salamba_Sirsasana_,555.jpg,3,11,63,both
8310,Split pose,3_79.jpg,1,6,58,both
13499,Cobra_Pose_or_Bhujangasana_,3_397.jpg,4,14,10,both
10235,Virasana_or_Vajrasana,2_279.jpg,1,5,72,both
8306,Split pose,3_163.jpg,1,6,58,both
5589,Locust_Pose_or_Salabhasana_,454.jpg,4,14,38,both
4254,Frog_Pose_or_Bhekasana,1_157.jpg,4,14,27,both
4640,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_129.jpg,1,5,30,both
13316,Bow_Pose_or_Dhanurasana_,267.jpg,5,19,4,both
2478,Crane_(Crow)_Pose_or_Bakasana_,1_545.jpg,2,9,14,both
443,Bow_Pose_or_Dhanurasana_,18.jpg,5,19,4,both
6022,Noose_Pose_or_Pasasana_,30.jpg,1,4,41,both
8303,Split pose,3_634.jpg,1,6,58,both
9110,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_582.jpg,3,11,64,both
4844,Half_Moon_Pose_or_Ardha_Chandrasana_,0_458.jpg,0,2,31,both
1522,Child_Pose_or_Balasana_,550.jpg,4,14,9,both
9114,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_710.jpg,3,11,64,both
13290,Bound_Angle_Pose_or_Baddha_Konasana_,2_235.jpg,1,4,3,both
11129,Wind_Relieving_pose_or_Pawanmuktasana,37.jpg,4,13,79,both
3337,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_0_250.jpg,0,2,22,both
9743,Tree_Pose_or_Vrksasana_,0_261.jpg,0,0,68,both
10946,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,0_11.jpg,0,1,77,both
9140,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_265.jpg,3,11,64,both
9691,Tree_Pose_or_Vrksasana_,222.jpg,0,0,68,both
459,Bow_Pose_or_Dhanurasana_,363.jpg,5,19,4,both
13364,Camel_Pose_or_Ustrasana_,368.jpg,5,17,6,both
9102,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_119.jpg,3,11,64,both
8492,Standing_Forward_Bend_pose_or_Uttanasana_,2_124.jpg,0,1,60,both
9126,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_592.jpg,3,11,64,both
10000,Upward_Plank_Pose_or_Purvottanasana_,86.jpg,5,17,71,both
14608,Split pose,1_522.jpg,1,6,58,both
12293,Lord_of_the_Dance_Pose_or_Natarajasana_,166.jpg,0,3,39,both
4993,Happy_Baby_Pose_or_Ananda_Balasana_,0_201.jpg,4,13,33,both
5886,Low_Lunge_pose_or_Anjaneyasana_,0_421.jpg,0,2,40,both
13071,Warrior_II_Pose_or_Virabhadrasana_II_,167.jpg,0,3,74,both
7372,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_341.jpg,2,10,55,both
29,Akarna_Dhanurasana,163.jpg,1,8,0,both
12500,Scorpion_pose_or_vrischikasana,1_40.jpg,3,12,51,both
11841,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_655.jpg,0,2,21,both
4061,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,68.jpg,4,16,26,both
4705,Half_Moon_Pose_or_Ardha_Chandrasana_,487.jpg,0,2,31,both
939,Camel_Pose_or_Ustrasana_,0_52.jpg,5,17,6,both
12025,Frog_Pose_or_Bhekasana,1_289.jpg,4,14,27,both
7925,Sitting pose 1 (normal),3_165.jpg,1,4,57,both
4335,Garland_Pose_or_Malasana_,106.jpg,1,4,28,both
862,Camel_Pose_or_Ustrasana_,521.jpg,5,17,6,both
6459,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,1_125.jpg,2,10,46,both
6883,Scorpion_pose_or_vrischikasana,1_28.jpg,3,12,51,both
12268,Lord_of_the_Dance_Pose_or_Natarajasana_,287.jpg,0,3,39,both
6625,Reclining_Hand-to-Big-Toe_Pose_or_Supta_Padangusthasana_,479.jpg,4,13,48,both
12317,Low_Lunge_pose_or_Anjaneyasana_,44.jpg,0,2,40,both
14798,Supta_Baddha_Konasana_,3_191.jpg,4,13,65,both
4686,Half_Moon_Pose_or_Ardha_Chandrasana_,580.jpg,0,2,31,both
1409,Child_Pose_or_Balasana_,330.jpg,4,14,9,both
10228,Virasana_or_Vajrasana,2_155.jpg,1,5,72,both
6877,Scorpion_pose_or_vrischikasana,1_101.jpg,3,12,51,both
13196,Wind_Relieving_pose_or_Pawanmuktasana,50.jpg,4,13,79,both
543,Bow_Pose_or_Dhanurasana_,234.jpg,5,19,4,both
6205,Plow_Pose_or_Halasana_,10.jpg,3,12,45,both
13029,Virasana_or_Vajrasana,2_50.jpg,1,5,72,both
15034,Warrior_I_Pose_or_Virabhadrasana_I_,1_497.jpg,0,2,75,both
915,Camel_Pose_or_Ustrasana_,296.jpg,5,17,6,both
8964,Supported_Headstand_pose_or_Salamba_Sirsasana_,580.jpg,3,11,63,both
5317,Intense_Side_Stretch_Pose_or_Parsvottanasana_,421.jpg,0,1,36,both
2246,Cow_Face_Pose_or_Gomukhasana_,573.jpg,1,5,13,both
931,Camel_Pose_or_Ustrasana_,311.jpg,5,17,6,both
8878,Supported_Headstand_pose_or_Salamba_Sirsasana_,145.jpg,3,11,63,both
14555,Sitting pose 1 (normal),1_159.jpg,1,4,57,both
4456,Gate_Pose_or_Parighasana_,285.jpg,0,2,29,both
7452,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_641.jpg,2,10,55,both
4955,Handstand_pose_or_Adho_Mukha_Vrksasana_,100.jpg,3,11,32,both
7215,Seated_Forward_Bend_pose_or_Paschimottanasana_,9.jpg,1,7,52,both
12357,Plank_Pose_or_Kumbhakasana_,356.jpg,4,16,44,both
3743,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_294.jpg,3,11,23,both
5915,Low_Lunge_pose_or_Anjaneyasana_,393.jpg,0,2,40,both
7878,Sitting pose 1 (normal),3_452.jpg,1,4,57,both
4782,Half_Moon_Pose_or_Ardha_Chandrasana_,30.jpg,0,2,31,both
9137,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_98.jpg,3,11,64,both
4820,Half_Moon_Pose_or_Ardha_Chandrasana_,0_470.jpg,0,2,31,both
3142,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_475.jpg,0,2,21,both
4015,Fish_Pose_or_Matsyasana_,282.jpg,4,13,25,both
15076,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,390.jpg,0,1,77,both
1090,Cat_Cow_Pose_or_Marjaryasana_,2_607.jpg,5,18,7,both
5591,Locust_Pose_or_Salabhasana_,325.jpg,4,14,38,both
3042,Extended_Puppy_Pose_or_Uttana_Shishosana_,71.jpg,4,14,20,both
14833,Tortoise_Pose,1_16.jpg,1,7,67,both
15018,Warrior_II_Pose_or_Virabhadrasana_II_,481.jpg,0,3,74,both
12720,Standing_Forward_Bend_pose_or_Uttanasana_,2_231.jpg,0,1,60,both
6990,Scorpion_pose_or_vrischikasana,1_184.jpg,3,12,51,both
8095,Sitting pose 1 (normal),2_0_181.jpg,1,4,57,both
5147,Head-to-Knee_Forward_Bend_pose_or_Janu_Sirsasana_,1_0_208.jpg,1,7,34,both
11836,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_390.jpg,0,2,21,both
2500,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,32.jpg,4,16,15,both
14870,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,173.jpg,5,17,69,both
5703,Lord_of_the_Dance_Pose_or_Natarajasana_,276.jpg,0,3,39,both
14061,Happy_Baby_Pose_or_Ananda_Balasana_,74.jpg,4,13,33,both
1378,Child_Pose_or_Balasana_,192.jpg,4,14,9,both
2957,Eight-Angle_Pose_or_Astavakrasana_,241.jpg,2,10,19,both
6819,Scale_Pose_or_Tolasana_,1_10.jpg,2,9,50,both
14541,Sitting pose 1 (normal),1_600.jpg,1,4,57,both
8305,Split pose,2_492.jpg,1,6,58,both
8789,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,231.jpg,0,3,62,both
13917,Frog_Pose_or_Bhekasana,1_111.jpg,4,14,27,both
13902,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,154.jpg,4,16,26,both
11546,Child_Pose_or_Balasana_,581.jpg,4,14,9,both
9836,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,0_227.jpg,5,17,69,both
14477,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,2_16.jpg,2,10,55,both
559,Bow_Pose_or_Dhanurasana_,0_602.jpg,5,19,4,both
14878,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,325.jpg,5,17,69,both
1699,Cobra_Pose_or_Bhujangasana_,1_539.jpg,4,14,10,both
1951,Cockerel_Pose,2_0_474.jpg,2,9,11,both
2422,Crane_(Crow)_Pose_or_Bakasana_,1_432.jpg,2,9,14,both
4288,Garland_Pose_or_Malasana_,194.jpg,1,4,28,both
759,Camel_Pose_or_Ustrasana_,395.jpg,5,17,6,both
10033,Upward_Plank_Pose_or_Purvottanasana_,219.jpg,5,17,71,both
8226,Split pose,3_499.jpg,1,6,58,both
4504,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_499.jpg,1,5,30,both
2090,Corpse_Pose_or_Savasana_,135.jpg,4,13,12,both
14517,Sitting pose 1 (normal),1_230.jpg,1,4,57,both
3479,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_638.jpg,0,2,22,both
6427,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_107.jpg,2,10,46,both
4155,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,278.jpg,4,16,26,both
12120,Half_Moon_Pose_or_Ardha_Chandrasana_,387.jpg,0,2,31,both
2138,Cow_Face_Pose_or_Gomukhasana_,52.jpg,1,5,13,both
3720,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_210.jpg,3,11,23,both
12768,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,66.jpg,0,3,62,both
7014,Scorpion_pose_or_vrischikasana,1_53.jpg,3,12,51,both
1806,Cobra_Pose_or_Bhujangasana_,1_0_537.jpg,4,14,10,both
10731,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,1_100.jpg,1,6,76,both
14910,Upward_Facing_Two-Foot_Staff_Pose_or_Dwi_Pada_Viparita_Dandasana_,171.jpg,5,17,70,both
13381,Cat_Cow_Pose_or_Marjaryasana_,1_239.jpg,5,18,7,both
6987,Scorpion_pose_or_vrischikasana,1_193.jpg,3,12,51,both
6478,Rajakapotasana,506.jpg,1,8,47,both
