,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
2689,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,233.jpg,0,1,17,both
9514,Tortoise_Pose,1_69.jpg,1,7,67,both
2295,Cow_Face_Pose_or_Gomukhasana_,0_325.jpg,1,5,13,both
11321,Akarna_Dhanurasana,95.jpg,1,8,0,both
3944,Fish_Pose_or_Matsyasana_,318.jpg,4,13,25,both
10704,Warrior_I_Pose_or_Virabhadrasana_I_,1_725.jpg,0,2,75,both
1857,Cockerel_Pose,2_0_69.jpg,2,9,11,both
12575,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,1_145.jpg,2,10,55,both
3837,Firefly_Pose_or_Tittibhasana_,60.jpg,2,9,24,both
8531,Standing_Forward_Bend_pose_or_Uttanasana_,1_0_343.jpg,0,1,60,both
14357,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_302.jpg,1,7,49,both
11696,Crane_(Crow)_Pose_or_Bakasana_,1_258.jpg,2,9,14,both
10592,Warrior_II_Pose_or_Virabhadrasana_II_,7.jpg,0,3,74,both
12333,Noose_Pose_or_Pasasana_,165.jpg,1,4,41,both
966,Cat_Cow_Pose_or_Marjaryasana_,1_312.jpg,5,18,7,both
4570,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_232.jpg,1,5,30,both
551,Bow_Pose_or_Dhanurasana_,665.jpg,5,19,4,both
11675,Cow_Face_Pose_or_Gomukhasana_,499.jpg,1,5,13,both
12410,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_104.jpg,2,10,46,both
11250,viparita_virabhadrasana_or_reverse_warrior_pose,81.jpg,0,2,81,both
11159,Wind_Relieving_pose_or_Pawanmuktasana,29.jpg,4,13,79,both
12686,Split pose,2_296.jpg,1,6,58,both
11320,Akarna_Dhanurasana,16.jpg,1,8,0,both
8851,Supported_Headstand_pose_or_Salamba_Sirsasana_,256.jpg,3,11,63,both
4159,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,0_49.jpg,4,16,26,both
389,Bound_Angle_Pose_or_Baddha_Konasana_,1_587.jpg,1,4,3,both
2917,Eight-Angle_Pose_or_Astavakrasana_,252.jpg,2,10,19,both
399,Bound_Angle_Pose_or_Baddha_Konasana_,1_0_149.jpg,1,4,3,both
4082,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,97.jpg,4,16,26,both
6968,Scorpion_pose_or_vrischikasana,1_149.jpg,3,12,51,both
8781,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,169.jpg,0,3,62,both
7584,Side_Plank_Pose_or_Vasisthasana_,388.jpg,4,15,56,both
2399,Crane_(Crow)_Pose_or_Bakasana_,1_0_35.jpg,2,9,14,both
3358,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_156.jpg,0,2,22,both
4133,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,269.jpg,4,16,26,both
4893,Handstand_pose_or_Adho_Mukha_Vrksasana_,410.jpg,3,11,32,both
2045,Corpse_Pose_or_Savasana_,589.jpg,4,13,12,both
10552,Warrior_II_Pose_or_Virabhadrasana_II_,490.jpg,0,3,74,both
7748,Sitting pose 1 (normal),3_142.jpg,1,4,57,both
8579,Standing_Forward_Bend_pose_or_Uttanasana_,1_652.jpg,0,1,60,both
7260,Shoulder-Pressing_Pose_or_Bhujapidasana_,129.jpg,2,9,53,both
11822,Extended_Puppy_Pose_or_Uttana_Shishosana_,7.jpg,4,14,20,both
14184,Lord_of_the_Dance_Pose_or_Natarajasana_,106.jpg,0,3,39,both
2995,Eight-Angle_Pose_or_Astavakrasana_,391.jpg,2,10,19,both
4529,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,2_472.jpg,1,5,30,both
8725,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,133.jpg,0,3,62,both
9900,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,210.jpg,5,17,69,both
10316,Virasana_or_Vajrasana,1_80.jpg,1,5,72,both
6332,Plow_Pose_or_Halasana_,229.jpg,3,12,45,both
14494,Side_Plank_Pose_or_Vasisthasana_,135.jpg,4,15,56,both
10845,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,655.jpg,0,1,77,both
14894,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,451.jpg,5,17,69,both
11894,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_256.jpg,0,2,22,both
8702,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_62.jpg,0,3,61,both
2234,Cow_Face_Pose_or_Gomukhasana_,547.jpg,1,5,13,both
9791,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,0_620.jpg,5,17,69,both
6305,Plow_Pose_or_Halasana_,129.jpg,3,12,45,both
7067,Seated_Forward_Bend_pose_or_Paschimottanasana_,651.jpg,1,7,52,both
10263,Virasana_or_Vajrasana,1_616.jpg,1,5,72,both
12134,Handstand_pose_or_Adho_Mukha_Vrksasana_,227.jpg,3,11,32,both
6325,Plow_Pose_or_Halasana_,468.jpg,3,12,45,both
7691,Sitting pose 1 (normal),1_138.jpg,1,4,57,both
2946,Eight-Angle_Pose_or_Astavakrasana_,15.jpg,2,10,19,both
14405,Scorpion_pose_or_vrischikasana,2_132.jpg,3,12,51,both
439,Bow_Pose_or_Dhanurasana_,329.jpg,5,19,4,both
9299,Supta_Baddha_Konasana_,2_16.jpg,4,13,65,both
1568,Cobra_Pose_or_Bhujangasana_,2_0_156.jpg,4,14,10,both
5167,Heron_Pose_or_Krounchasana_,2_194.jpg,1,8,35,both
696,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,0_427.jpg,5,17,5,both
12363,Plank_Pose_or_Kumbhakasana_,143.jpg,4,16,44,both
896,Camel_Pose_or_Ustrasana_,254.jpg,5,17,6,both
14016,Half_Moon_Pose_or_Ardha_Chandrasana_,184.jpg,0,2,31,both
2503,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,57.jpg,4,16,15,both
13547,Cockerel_Pose,4_49.jpg,2,9,11,both
9364,Supta_Virasana_Vajrasana,4_78.jpg,4,13,66,both
5679,Lord_of_the_Dance_Pose_or_Natarajasana_,99.jpg,0,3,39,both
12403,Plow_Pose_or_Halasana_,291.jpg,3,12,45,both
14866,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,408.jpg,5,17,69,both
11727,Dolphin_Pose_or_Ardha_Pincha_Mayurasana_,149.jpg,0,1,16,both
6110,Peacock_Pose_or_Mayurasana_,117.jpg,4,16,42,both
10620,Warrior_I_Pose_or_Virabhadrasana_I_,2_18.jpg,0,2,75,both
12083,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_443.jpg,1,5,30,both
9356,Supta_Baddha_Konasana_,2_159.jpg,4,13,65,both
11857,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_266.jpg,0,2,21,both
428,Bound_Angle_Pose_or_Baddha_Konasana_,1_0_159.jpg,1,4,3,both
3282,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_130.jpg,0,2,21,both
3668,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_281.jpg,3,11,23,both
9435,Supta_Virasana_Vajrasana,3_0_284.jpg,4,13,66,both
10934,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,626.jpg,0,1,77,both
6652,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_0_191.jpg,1,7,49,both
2356,Crane_(Crow)_Pose_or_Bakasana_,1_58.jpg,2,9,14,both
14699,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,35.jpg,0,3,62,both
7614,Side_Plank_Pose_or_Vasisthasana_,137.jpg,4,15,56,both
3174,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_241.jpg,0,2,21,both
1361,Child_Pose_or_Balasana_,54.jpg,4,14,9,both
6769,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,2_210.jpg,1,7,49,both
1590,Cobra_Pose_or_Bhujangasana_,2_332.jpg,4,14,10,both
14104,Intense_Side_Stretch_Pose_or_Parsvottanasana_,156.jpg,0,1,36,both
8432,Standing_Forward_Bend_pose_or_Uttanasana_,2_378.jpg,0,1,60,both
13332,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,259.jpg,5,17,5,both
10839,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,420.jpg,0,1,77,both
7552,Side_Plank_Pose_or_Vasisthasana_,129.jpg,4,15,56,both
11701,Crane_(Crow)_Pose_or_Bakasana_,1_457.jpg,2,9,14,both
7534,Side_Plank_Pose_or_Vasisthasana_,351.jpg,4,15,56,both
1623,Cobra_Pose_or_Bhujangasana_,1_0_598.jpg,4,14,10,both
4263,Frog_Pose_or_Bhekasana,1_297.jpg,4,14,27,both
9648,Tree_Pose_or_Vrksasana_,435.jpg,0,0,68,both
10087,Upward_Plank_Pose_or_Purvottanasana_,30.jpg,5,17,71,both
12529,Seated_Forward_Bend_pose_or_Paschimottanasana_,149.jpg,1,7,52,both
11272,viparita_virabhadrasana_or_reverse_warrior_pose,145.jpg,0,2,81,both
8706,Standing_Split_pose_or_Urdhva_Prasarita_Eka_Padasana_,1_0_490.jpg,0,3,61,both
9386,Supta_Virasana_Vajrasana,4_172.jpg,4,13,66,both
6925,Scorpion_pose_or_vrischikasana,1_55.jpg,3,12,51,both
15121,Wild_Thing_pose_or_Camatkarasana_,27.jpg,5,17,78,both
2004,Corpse_Pose_or_Savasana_,326.jpg,4,13,12,both
14856,Tree_Pose_or_Vrksasana_,108.jpg,0,0,68,both
8080,Sitting pose 1 (normal),2_408.jpg,1,4,57,both
6519,Rajakapotasana,391.jpg,1,8,47,both
12802,Supported_Headstand_pose_or_Salamba_Sirsasana_,210.jpg,3,11,63,both
6791,Scale_Pose_or_Tolasana_,1_100.jpg,2,9,50,both
3021,Extended_Puppy_Pose_or_Uttana_Shishosana_,77.jpg,4,14,20,both
7800,Sitting pose 1 (normal),2_253.jpg,1,4,57,both
5745,Lord_of_the_Dance_Pose_or_Natarajasana_,310.jpg,0,3,39,both
10783,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,1_14.jpg,1,6,76,both
10165,Virasana_or_Vajrasana,1_378.jpg,1,5,72,both
11435,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,241.jpg,5,17,5,both
9812,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,239.jpg,5,17,69,both
11013,Wild_Thing_pose_or_Camatkarasana_,62.jpg,5,17,78,both
8511,Standing_Forward_Bend_pose_or_Uttanasana_,2_168.jpg,0,1,60,both
12818,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_466.jpg,3,11,64,both
2960,Eight-Angle_Pose_or_Astavakrasana_,402.jpg,2,10,19,both
5651,Lord_of_the_Dance_Pose_or_Natarajasana_,250.jpg,0,3,39,both
9340,Supta_Baddha_Konasana_,2_139.jpg,4,13,65,both
14535,Sitting pose 1 (normal),1_205.jpg,1,4,57,both
8435,Standing_Forward_Bend_pose_or_Uttanasana_,1_294.jpg,0,1,60,both
775,Camel_Pose_or_Ustrasana_,279.jpg,5,17,6,both
6690,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_96.jpg,1,7,49,both
9308,Supta_Baddha_Konasana_,2_0_81.jpg,4,13,65,both
12734,Standing_Forward_Bend_pose_or_Uttanasana_,1_380.jpg,0,1,60,both
10095,Upward_Plank_Pose_or_Purvottanasana_,363.jpg,5,17,71,both
5163,Heron_Pose_or_Krounchasana_,2_112.jpg,1,8,35,both
1462,Child_Pose_or_Balasana_,535.jpg,4,14,9,both
7903,Sitting pose 1 (normal),2_73.jpg,1,4,57,both
3396,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_300.jpg,0,2,22,both
12888,Supta_Virasana_Vajrasana,1_349.jpg,4,13,66,both
8470,Standing_Forward_Bend_pose_or_Uttanasana_,2_261.jpg,0,1,60,both
3294,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_151.jpg,0,2,21,both
13751,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,3_81.jpg,0,2,21,both
3048,Extended_Puppy_Pose_or_Uttana_Shishosana_,6.jpg,4,14,20,both
12316,Low_Lunge_pose_or_Anjaneyasana_,268.jpg,0,2,40,both
8879,Supported_Headstand_pose_or_Salamba_Sirsasana_,510.jpg,3,11,63,both
3709,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_256.jpg,3,11,23,both
93,Boat_Pose_or_Paripurna_Navasana_,332.jpg,5,19,2,both
11625,Cockerel_Pose,2_186.jpg,2,9,11,both
10840,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,62.jpg,0,1,77,both
3733,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_453.jpg,3,11,23,both
2828,Eagle_Pose_or_Garudasana_,126.jpg,0,0,18,both
1474,Child_Pose_or_Balasana_,596.jpg,4,14,9,both
2519,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,0_6.jpg,4,16,15,both
5513,Locust_Pose_or_Salabhasana_,98.jpg,4,14,38,both
14655,Standing_Forward_Bend_pose_or_Uttanasana_,1_534.jpg,0,1,60,both
3745,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,1_17.jpg,3,11,23,both
11354,Boat_Pose_or_Paripurna_Navasana_,423.jpg,5,19,2,both
13390,Cat_Cow_Pose_or_Marjaryasana_,2_31.jpg,5,18,7,both
4559,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_50.jpg,1,5,30,both
5419,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,64.jpg,3,11,37,both
9804,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,159.jpg,5,17,69,both
9482,Tortoise_Pose,2_297.jpg,1,7,67,both
12556,Shoulder-Pressing_Pose_or_Bhujapidasana_,95.jpg,2,9,53,both
974,Cat_Cow_Pose_or_Marjaryasana_,1_117.jpg,5,18,7,both
14240,Peacock_Pose_or_Mayurasana_,366.jpg,4,16,42,both
7917,Sitting pose 1 (normal),3_275.jpg,1,4,57,both
1012,Cat_Cow_Pose_or_Marjaryasana_,2_589.jpg,5,18,7,both
7964,Sitting pose 1 (normal),2_0_33.jpg,1,4,57,both
2198,Cow_Face_Pose_or_Gomukhasana_,122.jpg,1,5,13,both
4413,Gate_Pose_or_Parighasana_,297.jpg,0,2,29,both
4515,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_441.jpg,1,5,30,both
5399,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,166.jpg,3,11,37,both
4969,Handstand_pose_or_Adho_Mukha_Vrksasana_,0_282.jpg,3,11,32,both
6803,Scale_Pose_or_Tolasana_,1_24.jpg,2,9,50,both
8235,Split pose,2_487.jpg,1,6,58,both
5861,Lord_of_the_Dance_Pose_or_Natarajasana_,0_160.jpg,0,3,39,both
5495,Locust_Pose_or_Salabhasana_,0_240.jpg,4,14,38,both
9492,Tortoise_Pose,2_50.jpg,1,7,67,both
2966,Eight-Angle_Pose_or_Astavakrasana_,25.jpg,2,10,19,both
2452,Crane_(Crow)_Pose_or_Bakasana_,1_7.jpg,2,9,14,both
2890,Eagle_Pose_or_Garudasana_,0_358.jpg,0,0,18,both
15027,Warrior_II_Pose_or_Virabhadrasana_II_,227.jpg,0,3,74,both
8232,Split pose,2_79.jpg,1,6,58,both
2232,Cow_Face_Pose_or_Gomukhasana_,287.jpg,1,5,13,both
5929,Low_Lunge_pose_or_Anjaneyasana_,457.jpg,0,2,40,both
2516,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,70.jpg,4,16,15,both
9172,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_392.jpg,3,11,64,both
8846,Supported_Headstand_pose_or_Salamba_Sirsasana_,169.jpg,3,11,63,both
11961,Firefly_Pose_or_Tittibhasana_,321.jpg,2,9,24,both
4012,Fish_Pose_or_Matsyasana_,6.jpg,4,13,25,both
1759,Cobra_Pose_or_Bhujangasana_,1_127.jpg,4,14,10,both
9411,Supta_Virasana_Vajrasana,3_33.jpg,4,13,66,both
10791,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,2_229.jpg,1,6,76,both
1622,Cobra_Pose_or_Bhujangasana_,3_287.jpg,4,14,10,both
8404,Standing_Forward_Bend_pose_or_Uttanasana_,1_5.jpg,0,1,60,both
9147,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_295.jpg,3,11,64,both
8279,Split pose,2_435.jpg,1,6,58,both
9095,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,2_19.jpg,3,11,64,both
2507,Dolphin_Plank_Pose_or_Makara_Adho_Mukha_Svanasana_,0_52.jpg,4,16,15,both
9636,Tree_Pose_or_Vrksasana_,9.jpg,0,0,68,both
4542,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_182.jpg,1,5,30,both
6356,Plow_Pose_or_Halasana_,345.jpg,3,12,45,both
3785,Firefly_Pose_or_Tittibhasana_,435.jpg,2,9,24,both
2704,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,514.jpg,0,1,17,both
2629,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,437.jpg,0,1,17,both
4863,Handstand_pose_or_Adho_Mukha_Vrksasana_,0_87.jpg,3,11,32,both
59,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,27.jpg,1,5,1,both
6173,Plank_Pose_or_Kumbhakasana_,480.jpg,4,16,44,both
3343,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,2_254.jpg,0,2,22,both
5991,Low_Lunge_pose_or_Anjaneyasana_,402.jpg,0,2,40,both
822,Camel_Pose_or_Ustrasana_,160.jpg,5,17,6,both
12741,Standing_Forward_Bend_pose_or_Uttanasana_,1_197.jpg,0,1,60,both
6722,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_469.jpg,1,7,49,both
5445,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,53.jpg,3,11,37,both
7536,Side_Plank_Pose_or_Vasisthasana_,283.jpg,4,15,56,both
11910,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_420.jpg,0,2,22,both
15047,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,3_239.jpg,1,6,76,both
14684,Standing_big_toe_hold_pose_or_Utthita_Padangusthasana,50.jpg,0,3,62,both
10277,Virasana_or_Vajrasana,1_432.jpg,1,5,72,both
7054,Seated_Forward_Bend_pose_or_Paschimottanasana_,380.jpg,1,7,52,both
5785,Lord_of_the_Dance_Pose_or_Natarajasana_,341.jpg,0,3,39,both
14223,Low_Lunge_pose_or_Anjaneyasana_,506.jpg,0,2,40,both
10140,Virasana_or_Vajrasana,1_6.jpg,1,5,72,both
7005,Scorpion_pose_or_vrischikasana,1_244.jpg,3,12,51,both
14974,Warrior_III_Pose_or_Virabhadrasana_III_,451.jpg,0,3,73,both
12130,Half_Moon_Pose_or_Ardha_Chandrasana_,58.jpg,0,2,31,both
15163,viparita_virabhadrasana_or_reverse_warrior_pose,328.jpg,0,2,81,both
8521,Standing_Forward_Bend_pose_or_Uttanasana_,1_610.jpg,0,1,60,both
14662,Standing_Forward_Bend_pose_or_Uttanasana_,2_110.jpg,0,1,60,both
2618,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,593.jpg,0,1,17,both
7110,Seated_Forward_Bend_pose_or_Paschimottanasana_,626.jpg,1,7,52,both
14630,Standing_Forward_Bend_pose_or_Uttanasana_,1_411.jpg,0,1,60,both
6523,Rajakapotasana,520.jpg,1,8,47,both
13040,Virasana_or_Vajrasana,1_215.jpg,1,5,72,both
567,Bow_Pose_or_Dhanurasana_,0_108.jpg,5,19,4,both
14165,Lord_of_the_Dance_Pose_or_Natarajasana_,437.jpg,0,3,39,both
9288,Supta_Baddha_Konasana_,1_514.jpg,4,13,65,both
77,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,0_109.jpg,1,5,1,both
648,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,450.jpg,5,17,5,both
15059,Wide-Angle_Seated_Forward_Bend_pose_or_Upavistha_Konasana_,1_262.jpg,1,6,76,both
43,Akarna_Dhanurasana,0_54.jpg,1,8,0,both
5398,Legs-Up-the-Wall_Pose_or_Viparita_Karani_,12.jpg,3,11,37,both
11846,Extended_Revolved_Side_Angle_Pose_or_Utthita_Parsvakonasana_,1_141.jpg,0,2,21,both
11723,Crane_(Crow)_Pose_or_Bakasana_,1_194.jpg,2,9,14,both
7024,Scorpion_pose_or_vrischikasana,1_178.jpg,3,12,51,both
14992,Warrior_III_Pose_or_Virabhadrasana_III_,52.jpg,0,3,73,both
3784,Firefly_Pose_or_Tittibhasana_,118.jpg,2,9,24,both
2708,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,242.jpg,0,1,17,both
972,Cat_Cow_Pose_or_Marjaryasana_,1_0_493.jpg,5,18,7,both
10230,Virasana_or_Vajrasana,1_0_294.jpg,1,5,72,both
10534,Warrior_II_Pose_or_Virabhadrasana_II_,423.jpg,0,3,74,both
4987,Happy_Baby_Pose_or_Ananda_Balasana_,41.jpg,4,13,33,both
8208,Split pose,1_206.jpg,1,6,58,both
6671,Revolved_Head-to-Knee_Pose_or_Parivrtta_Janu_Sirsasana_,1_21.jpg,1,7,49,both
12285,Lord_of_the_Dance_Pose_or_Natarajasana_,456.jpg,0,3,39,both
6438,Pose_Dedicated_to_the_Sage_Koundinya_or_Eka_Pada_Koundinyanasana_I_and_II,2_116.jpg,2,10,46,both
5822,Lord_of_the_Dance_Pose_or_Natarajasana_,47.jpg,0,3,39,both
12165,Happy_Baby_Pose_or_Ananda_Balasana_,208.jpg,4,13,33,both
3657,Feathered_Peacock_Pose_or_Pincha_Mayurasana_,2_55.jpg,3,11,23,both
4761,Half_Moon_Pose_or_Ardha_Chandrasana_,466.jpg,0,2,31,both
2581,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,12.jpg,0,1,17,both
1715,Cobra_Pose_or_Bhujangasana_,3_300.jpg,4,14,10,both
7143,Seated_Forward_Bend_pose_or_Paschimottanasana_,480.jpg,1,7,52,both
13781,Extended_Revolved_Triangle_Pose_or_Utthita_Trikonasana_,1_327.jpg,0,2,22,both
9153,Supported_Shoulderstand_pose_or_Salamba_Sarvangasana_,1_0_489.jpg,3,11,64,both
9578,Tortoise_Pose,1_141.jpg,1,7,67,both
13264,Boat_Pose_or_Paripurna_Navasana_,141.jpg,5,19,2,both
14731,Supported_Headstand_pose_or_Salamba_Sirsasana_,316.jpg,3,11,63,both
2826,Eagle_Pose_or_Garudasana_,0_166.jpg,0,0,18,both
7393,Side_Crane_(Crow)_Pose_or_Parsva_Bakasana_,1_47.jpg,2,10,55,both
541,Bow_Pose_or_Dhanurasana_,550.jpg,5,19,4,both
11268,viparita_virabhadrasana_or_reverse_warrior_pose,281.jpg,0,2,81,both
528,Bow_Pose_or_Dhanurasana_,227.jpg,5,19,4,both
9499,Tortoise_Pose,1_15.jpg,1,7,67,both
10586,Warrior_II_Pose_or_Virabhadrasana_II_,536.jpg,0,3,74,both
4066,Four-Limbed_Staff_Pose_or_Chaturanga_Dandasana_,229.jpg,4,16,26,both
2046,Corpse_Pose_or_Savasana_,264.jpg,4,13,12,both
10947,Wide-Legged_Forward_Bend_pose_or_Prasarita_Padottanasana_,340.jpg,0,1,77,both
9422,Supta_Virasana_Vajrasana,2_302.jpg,4,13,66,both
8909,Supported_Headstand_pose_or_Salamba_Sirsasana_,349.jpg,3,11,63,both
4874,Handstand_pose_or_Adho_Mukha_Vrksasana_,142.jpg,3,11,32,both
13577,Cow_Face_Pose_or_Gomukhasana_,58.jpg,1,5,13,both
169,Boat_Pose_or_Paripurna_Navasana_,384.jpg,5,19,2,both
9786,Upward_Bow_(Wheel)_Pose_or_Urdhva_Dhanurasana_,428.jpg,5,17,69,both
753,Camel_Pose_or_Ustrasana_,324.jpg,5,17,6,both
10265,Virasana_or_Vajrasana,2_270.jpg,1,5,72,both
1713,Cobra_Pose_or_Bhujangasana_,3_197.jpg,4,14,10,both
4615,Half_Lord_of_the_Fishes_Pose_or_Ardha_Matsyendrasana_,1_412.jpg,1,5,30,both
8326,Split pose,2_445.jpg,1,6,58,both
6548,Rajakapotasana,309.jpg,1,8,47,both
9307,Supta_Baddha_Konasana_,1_0_51.jpg,4,13,65,both
