,YogaPoses,ImageNumbers,label of class_6,label of class_20,label of class_82,_merge
90,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,322.jpg,1,5,1,both
91,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,148.jpg,1,5,1,both
93,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,140.jpg,1,5,1,both
96,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,71.jpg,1,5,1,both
97,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,62.jpg,1,5,1,both
99,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,33.jpg,1,5,1,both
103,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,104.jpg,1,5,1,both
104,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,254.jpg,1,5,1,both
106,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,3.jpg,1,5,1,both
107,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,83.jpg,1,5,1,both
114,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,12.jpg,1,5,1,both
115,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,27.jpg,1,5,1,both
119,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,144.jpg,1,5,1,both
123,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,34.jpg,1,5,1,both
131,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,42.jpg,1,5,1,both
134,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,60.jpg,1,5,1,both
137,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,141.jpg,1,5,1,both
139,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,147.jpg,1,5,1,both
141,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,434.jpg,1,5,1,both
145,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,26.jpg,1,5,1,both
147,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,198.jpg,1,5,1,both
149,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,449.jpg,1,5,1,both
150,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,49.jpg,1,5,1,both
152,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,16.jpg,1,5,1,both
154,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,25.jpg,1,5,1,both
155,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,142.jpg,1,5,1,both
159,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,279.jpg,1,5,1,both
162,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,24.jpg,1,5,1,both
163,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,77.jpg,1,5,1,both
165,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,127.jpg,1,5,1,both
167,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,241.jpg,1,5,1,both
168,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,163.jpg,1,5,1,both
169,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,674.jpg,1,5,1,both
172,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,157.jpg,1,5,1,both
173,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,15.jpg,1,5,1,both
174,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,115.jpg,1,5,1,both
175,Bharadvaja's_Twist_pose_or_Bharadvajasana_I_,685.jpg,1,5,1,both
181,Boat_Pose_or_Paripurna_Navasana_,500.jpg,5,19,2,both
193,Boat_Pose_or_Paripurna_Navasana_,185.jpg,5,19,2,both
207,Boat_Pose_or_Paripurna_Navasana_,285.jpg,5,19,2,both
212,Boat_Pose_or_Paripurna_Navasana_,481.jpg,5,19,2,both
213,Boat_Pose_or_Paripurna_Navasana_,188.jpg,5,19,2,both
223,Boat_Pose_or_Paripurna_Navasana_,547.jpg,5,19,2,both
226,Boat_Pose_or_Paripurna_Navasana_,420.jpg,5,19,2,both
231,Boat_Pose_or_Paripurna_Navasana_,386.jpg,5,19,2,both
232,Boat_Pose_or_Paripurna_Navasana_,646.jpg,5,19,2,both
233,Boat_Pose_or_Paripurna_Navasana_,554.jpg,5,19,2,both
234,Boat_Pose_or_Paripurna_Navasana_,361.jpg,5,19,2,both
239,Boat_Pose_or_Paripurna_Navasana_,471.jpg,5,19,2,both
250,Boat_Pose_or_Paripurna_Navasana_,252.jpg,5,19,2,both
257,Boat_Pose_or_Paripurna_Navasana_,526.jpg,5,19,2,both
259,Boat_Pose_or_Paripurna_Navasana_,235.jpg,5,19,2,both
271,Boat_Pose_or_Paripurna_Navasana_,184.jpg,5,19,2,both
272,Boat_Pose_or_Paripurna_Navasana_,442.jpg,5,19,2,both
283,Boat_Pose_or_Paripurna_Navasana_,254.jpg,5,19,2,both
284,Boat_Pose_or_Paripurna_Navasana_,173.jpg,5,19,2,both
286,Boat_Pose_or_Paripurna_Navasana_,565.jpg,5,19,2,both
300,Boat_Pose_or_Paripurna_Navasana_,363.jpg,5,19,2,both
308,Boat_Pose_or_Paripurna_Navasana_,160.jpg,5,19,2,both
313,Boat_Pose_or_Paripurna_Navasana_,317.jpg,5,19,2,both
314,Boat_Pose_or_Paripurna_Navasana_,226.jpg,5,19,2,both
334,Boat_Pose_or_Paripurna_Navasana_,306.jpg,5,19,2,both
338,Boat_Pose_or_Paripurna_Navasana_,431.jpg,5,19,2,both
345,Boat_Pose_or_Paripurna_Navasana_,264.jpg,5,19,2,both
350,Boat_Pose_or_Paripurna_Navasana_,456.jpg,5,19,2,both
352,Boat_Pose_or_Paripurna_Navasana_,312.jpg,5,19,2,both
355,Boat_Pose_or_Paripurna_Navasana_,243.jpg,5,19,2,both
356,Boat_Pose_or_Paripurna_Navasana_,144.jpg,5,19,2,both
370,Boat_Pose_or_Paripurna_Navasana_,314.jpg,5,19,2,both
372,Boat_Pose_or_Paripurna_Navasana_,504.jpg,5,19,2,both
381,Boat_Pose_or_Paripurna_Navasana_,327.jpg,5,19,2,both
394,Boat_Pose_or_Paripurna_Navasana_,224.jpg,5,19,2,both
395,Boat_Pose_or_Paripurna_Navasana_,529.jpg,5,19,2,both
400,Boat_Pose_or_Paripurna_Navasana_,352.jpg,5,19,2,both
405,Boat_Pose_or_Paripurna_Navasana_,250.jpg,5,19,2,both
417,Boat_Pose_or_Paripurna_Navasana_,275.jpg,5,19,2,both
419,Boat_Pose_or_Paripurna_Navasana_,616.jpg,5,19,2,both
427,Boat_Pose_or_Paripurna_Navasana_,393.jpg,5,19,2,both
428,Boat_Pose_or_Paripurna_Navasana_,488.jpg,5,19,2,both
429,Boat_Pose_or_Paripurna_Navasana_,591.jpg,5,19,2,both
433,Boat_Pose_or_Paripurna_Navasana_,553.jpg,5,19,2,both
438,Boat_Pose_or_Paripurna_Navasana_,436.jpg,5,19,2,both
439,Boat_Pose_or_Paripurna_Navasana_,365.jpg,5,19,2,both
442,Boat_Pose_or_Paripurna_Navasana_,240.jpg,5,19,2,both
443,Boat_Pose_or_Paripurna_Navasana_,634.jpg,5,19,2,both
445,Boat_Pose_or_Paripurna_Navasana_,433.jpg,5,19,2,both
448,Boat_Pose_or_Paripurna_Navasana_,387.jpg,5,19,2,both
458,Boat_Pose_or_Paripurna_Navasana_,545.jpg,5,19,2,both
463,Boat_Pose_or_Paripurna_Navasana_,580.jpg,5,19,2,both
467,Boat_Pose_or_Paripurna_Navasana_,485.jpg,5,19,2,both
471,Boat_Pose_or_Paripurna_Navasana_,168.jpg,5,19,2,both
475,Boat_Pose_or_Paripurna_Navasana_,278.jpg,5,19,2,both
493,Boat_Pose_or_Paripurna_Navasana_,165.jpg,5,19,2,both
507,Boat_Pose_or_Paripurna_Navasana_,608.jpg,5,19,2,both
518,Boat_Pose_or_Paripurna_Navasana_,535.jpg,5,19,2,both
519,Boat_Pose_or_Paripurna_Navasana_,379.jpg,5,19,2,both
520,Boat_Pose_or_Paripurna_Navasana_,164.jpg,5,19,2,both
521,Boat_Pose_or_Paripurna_Navasana_,371.jpg,5,19,2,both
539,Boat_Pose_or_Paripurna_Navasana_,348.jpg,5,19,2,both
544,Boat_Pose_or_Paripurna_Navasana_,576.jpg,5,19,2,both
545,Boat_Pose_or_Paripurna_Navasana_,540.jpg,5,19,2,both
578,Bound_Angle_Pose_or_Baddha_Konasana_,2_306.jpg,1,4,3,both
579,Bound_Angle_Pose_or_Baddha_Konasana_,2_271.jpg,1,4,3,both
580,Bound_Angle_Pose_or_Baddha_Konasana_,1_496.jpg,1,4,3,both
595,Bound_Angle_Pose_or_Baddha_Konasana_,1_439.jpg,1,4,3,both
597,Bound_Angle_Pose_or_Baddha_Konasana_,1_135.jpg,1,4,3,both
600,Bound_Angle_Pose_or_Baddha_Konasana_,2_293.jpg,1,4,3,both
601,Bound_Angle_Pose_or_Baddha_Konasana_,1_358.jpg,1,4,3,both
602,Bound_Angle_Pose_or_Baddha_Konasana_,1_352.jpg,1,4,3,both
603,Bound_Angle_Pose_or_Baddha_Konasana_,1_429.jpg,1,4,3,both
604,Bound_Angle_Pose_or_Baddha_Konasana_,1_324.jpg,1,4,3,both
611,Bound_Angle_Pose_or_Baddha_Konasana_,1_158.jpg,1,4,3,both
620,Bound_Angle_Pose_or_Baddha_Konasana_,1_533.jpg,1,4,3,both
622,Bound_Angle_Pose_or_Baddha_Konasana_,1_118.jpg,1,4,3,both
625,Bound_Angle_Pose_or_Baddha_Konasana_,1_300.jpg,1,4,3,both
631,Bound_Angle_Pose_or_Baddha_Konasana_,1_113.jpg,1,4,3,both
632,Bound_Angle_Pose_or_Baddha_Konasana_,1_613.jpg,1,4,3,both
636,Bound_Angle_Pose_or_Baddha_Konasana_,1_240.jpg,1,4,3,both
638,Bound_Angle_Pose_or_Baddha_Konasana_,1_484.jpg,1,4,3,both
639,Bound_Angle_Pose_or_Baddha_Konasana_,1_82.jpg,1,4,3,both
641,Bound_Angle_Pose_or_Baddha_Konasana_,1_10.jpg,1,4,3,both
642,Bound_Angle_Pose_or_Baddha_Konasana_,1_211.jpg,1,4,3,both
644,Bound_Angle_Pose_or_Baddha_Konasana_,1_122.jpg,1,4,3,both
654,Bound_Angle_Pose_or_Baddha_Konasana_,1_259.jpg,1,4,3,both
667,Bound_Angle_Pose_or_Baddha_Konasana_,1_230.jpg,1,4,3,both
675,Bound_Angle_Pose_or_Baddha_Konasana_,1_177.jpg,1,4,3,both
679,Bound_Angle_Pose_or_Baddha_Konasana_,1_529.jpg,1,4,3,both
680,Bound_Angle_Pose_or_Baddha_Konasana_,1_543.jpg,1,4,3,both
689,Bound_Angle_Pose_or_Baddha_Konasana_,1_238.jpg,1,4,3,both
693,Bound_Angle_Pose_or_Baddha_Konasana_,2_230.jpg,1,4,3,both
713,Bound_Angle_Pose_or_Baddha_Konasana_,1_286.jpg,1,4,3,both
715,Bound_Angle_Pose_or_Baddha_Konasana_,1_448.jpg,1,4,3,both
719,Bound_Angle_Pose_or_Baddha_Konasana_,1_434.jpg,1,4,3,both
720,Bound_Angle_Pose_or_Baddha_Konasana_,1_176.jpg,1,4,3,both
723,Bound_Angle_Pose_or_Baddha_Konasana_,1_252.jpg,1,4,3,both
733,Bound_Angle_Pose_or_Baddha_Konasana_,1_607.jpg,1,4,3,both
738,Bound_Angle_Pose_or_Baddha_Konasana_,1_301.jpg,1,4,3,both
741,Bound_Angle_Pose_or_Baddha_Konasana_,1_506.jpg,1,4,3,both
745,Bound_Angle_Pose_or_Baddha_Konasana_,1_646.jpg,1,4,3,both
755,Bound_Angle_Pose_or_Baddha_Konasana_,1_143.jpg,1,4,3,both
758,Bound_Angle_Pose_or_Baddha_Konasana_,1_167.jpg,1,4,3,both
760,Bound_Angle_Pose_or_Baddha_Konasana_,1_257.jpg,1,4,3,both
761,Bound_Angle_Pose_or_Baddha_Konasana_,1_592.jpg,1,4,3,both
763,Bound_Angle_Pose_or_Baddha_Konasana_,1_500.jpg,1,4,3,both
765,Bound_Angle_Pose_or_Baddha_Konasana_,1_435.jpg,1,4,3,both
766,Bound_Angle_Pose_or_Baddha_Konasana_,1_210.jpg,1,4,3,both
776,Bound_Angle_Pose_or_Baddha_Konasana_,1_90.jpg,1,4,3,both
778,Bound_Angle_Pose_or_Baddha_Konasana_,1_458.jpg,1,4,3,both
781,Bound_Angle_Pose_or_Baddha_Konasana_,1_203.jpg,1,4,3,both
783,Bound_Angle_Pose_or_Baddha_Konasana_,1_11.jpg,1,4,3,both
791,Bound_Angle_Pose_or_Baddha_Konasana_,1_452.jpg,1,4,3,both
795,Bound_Angle_Pose_or_Baddha_Konasana_,1_248.jpg,1,4,3,both
797,Bound_Angle_Pose_or_Baddha_Konasana_,1_226.jpg,1,4,3,both
798,Bound_Angle_Pose_or_Baddha_Konasana_,1_249.jpg,1,4,3,both
799,Bound_Angle_Pose_or_Baddha_Konasana_,1_178.jpg,1,4,3,both
801,Bound_Angle_Pose_or_Baddha_Konasana_,1_84.jpg,1,4,3,both
803,Bound_Angle_Pose_or_Baddha_Konasana_,1_108.jpg,1,4,3,both
805,Bound_Angle_Pose_or_Baddha_Konasana_,1_381.jpg,1,4,3,both
810,Bound_Angle_Pose_or_Baddha_Konasana_,1_651.jpg,1,4,3,both
811,Bound_Angle_Pose_or_Baddha_Konasana_,2_280.jpg,1,4,3,both
812,Bound_Angle_Pose_or_Baddha_Konasana_,1_383.jpg,1,4,3,both
814,Bound_Angle_Pose_or_Baddha_Konasana_,1_367.jpg,1,4,3,both
818,Bound_Angle_Pose_or_Baddha_Konasana_,1_173.jpg,1,4,3,both
820,Bound_Angle_Pose_or_Baddha_Konasana_,1_236.jpg,1,4,3,both
824,Bound_Angle_Pose_or_Baddha_Konasana_,1_523.jpg,1,4,3,both
827,Bound_Angle_Pose_or_Baddha_Konasana_,1_632.jpg,1,4,3,both
832,Bound_Angle_Pose_or_Baddha_Konasana_,1_415.jpg,1,4,3,both
838,Bound_Angle_Pose_or_Baddha_Konasana_,1_499.jpg,1,4,3,both
840,Bound_Angle_Pose_or_Baddha_Konasana_,1_579.jpg,1,4,3,both
842,Bound_Angle_Pose_or_Baddha_Konasana_,1_422.jpg,1,4,3,both
846,Bound_Angle_Pose_or_Baddha_Konasana_,1_59.jpg,1,4,3,both
849,Bound_Angle_Pose_or_Baddha_Konasana_,2_272.jpg,1,4,3,both
855,Bound_Angle_Pose_or_Baddha_Konasana_,1_89.jpg,1,4,3,both
868,Bow_Pose_or_Dhanurasana_,317.jpg,5,19,4,both
869,Bow_Pose_or_Dhanurasana_,533.jpg,5,19,4,both
870,Bow_Pose_or_Dhanurasana_,172.jpg,5,19,4,both
873,Bow_Pose_or_Dhanurasana_,151.jpg,5,19,4,both
882,Bow_Pose_or_Dhanurasana_,585.jpg,5,19,4,both
883,Bow_Pose_or_Dhanurasana_,64.jpg,5,19,4,both
885,Bow_Pose_or_Dhanurasana_,18.jpg,5,19,4,both
888,Bow_Pose_or_Dhanurasana_,126.jpg,5,19,4,both
892,Bow_Pose_or_Dhanurasana_,260.jpg,5,19,4,both
896,Bow_Pose_or_Dhanurasana_,419.jpg,5,19,4,both
900,Bow_Pose_or_Dhanurasana_,604.jpg,5,19,4,both
902,Bow_Pose_or_Dhanurasana_,590.jpg,5,19,4,both
908,Bow_Pose_or_Dhanurasana_,135.jpg,5,19,4,both
909,Bow_Pose_or_Dhanurasana_,231.jpg,5,19,4,both
911,Bow_Pose_or_Dhanurasana_,551.jpg,5,19,4,both
914,Bow_Pose_or_Dhanurasana_,363.jpg,5,19,4,both
917,Bow_Pose_or_Dhanurasana_,54.jpg,5,19,4,both
919,Bow_Pose_or_Dhanurasana_,285.jpg,5,19,4,both
923,Bow_Pose_or_Dhanurasana_,488.jpg,5,19,4,both
927,Bow_Pose_or_Dhanurasana_,102.jpg,5,19,4,both
929,Bow_Pose_or_Dhanurasana_,375.jpg,5,19,4,both
931,Bow_Pose_or_Dhanurasana_,239.jpg,5,19,4,both
933,Bow_Pose_or_Dhanurasana_,528.jpg,5,19,4,both
942,Bow_Pose_or_Dhanurasana_,474.jpg,5,19,4,both
945,Bow_Pose_or_Dhanurasana_,503.jpg,5,19,4,both
946,Bow_Pose_or_Dhanurasana_,612.jpg,5,19,4,both
947,Bow_Pose_or_Dhanurasana_,112.jpg,5,19,4,both
952,Bow_Pose_or_Dhanurasana_,382.jpg,5,19,4,both
953,Bow_Pose_or_Dhanurasana_,571.jpg,5,19,4,both
956,Bow_Pose_or_Dhanurasana_,276.jpg,5,19,4,both
958,Bow_Pose_or_Dhanurasana_,159.jpg,5,19,4,both
960,Bow_Pose_or_Dhanurasana_,530.jpg,5,19,4,both
965,Bow_Pose_or_Dhanurasana_,213.jpg,5,19,4,both
970,Bow_Pose_or_Dhanurasana_,1.jpg,5,19,4,both
974,Bow_Pose_or_Dhanurasana_,219.jpg,5,19,4,both
980,Bow_Pose_or_Dhanurasana_,418.jpg,5,19,4,both
983,Bow_Pose_or_Dhanurasana_,500.jpg,5,19,4,both
985,Bow_Pose_or_Dhanurasana_,408.jpg,5,19,4,both
989,Bow_Pose_or_Dhanurasana_,66.jpg,5,19,4,both
991,Bow_Pose_or_Dhanurasana_,7.jpg,5,19,4,both
994,Bow_Pose_or_Dhanurasana_,78.jpg,5,19,4,both
996,Bow_Pose_or_Dhanurasana_,180.jpg,5,19,4,both
997,Bow_Pose_or_Dhanurasana_,93.jpg,5,19,4,both
1005,Bow_Pose_or_Dhanurasana_,576.jpg,5,19,4,both
1006,Bow_Pose_or_Dhanurasana_,308.jpg,5,19,4,both
1011,Bow_Pose_or_Dhanurasana_,120.jpg,5,19,4,both
1014,Bow_Pose_or_Dhanurasana_,583.jpg,5,19,4,both
1019,Bow_Pose_or_Dhanurasana_,427.jpg,5,19,4,both
1020,Bow_Pose_or_Dhanurasana_,72.jpg,5,19,4,both
1023,Bow_Pose_or_Dhanurasana_,79.jpg,5,19,4,both
1024,Bow_Pose_or_Dhanurasana_,164.jpg,5,19,4,both
1031,Bow_Pose_or_Dhanurasana_,173.jpg,5,19,4,both
1033,Bow_Pose_or_Dhanurasana_,41.jpg,5,19,4,both
1035,Bow_Pose_or_Dhanurasana_,650.jpg,5,19,4,both
1039,Bow_Pose_or_Dhanurasana_,56.jpg,5,19,4,both
1041,Bow_Pose_or_Dhanurasana_,227.jpg,5,19,4,both
1046,Bow_Pose_or_Dhanurasana_,251.jpg,5,19,4,both
1051,Bow_Pose_or_Dhanurasana_,49.jpg,5,19,4,both
1053,Bow_Pose_or_Dhanurasana_,359.jpg,5,19,4,both
1054,Bow_Pose_or_Dhanurasana_,210.jpg,5,19,4,both
1055,Bow_Pose_or_Dhanurasana_,523.jpg,5,19,4,both
1060,Bow_Pose_or_Dhanurasana_,185.jpg,5,19,4,both
1063,Bow_Pose_or_Dhanurasana_,452.jpg,5,19,4,both
1065,Bow_Pose_or_Dhanurasana_,550.jpg,5,19,4,both
1066,Bow_Pose_or_Dhanurasana_,123.jpg,5,19,4,both
1067,Bow_Pose_or_Dhanurasana_,234.jpg,5,19,4,both
1073,Bow_Pose_or_Dhanurasana_,246.jpg,5,19,4,both
1083,Bow_Pose_or_Dhanurasana_,591.jpg,5,19,4,both
1088,Bow_Pose_or_Dhanurasana_,92.jpg,5,19,4,both
1094,Bow_Pose_or_Dhanurasana_,313.jpg,5,19,4,both
1096,Bow_Pose_or_Dhanurasana_,175.jpg,5,19,4,both
1097,Bow_Pose_or_Dhanurasana_,432.jpg,5,19,4,both
1100,Bow_Pose_or_Dhanurasana_,323.jpg,5,19,4,both
1102,Bow_Pose_or_Dhanurasana_,595.jpg,5,19,4,both
1103,Bow_Pose_or_Dhanurasana_,448.jpg,5,19,4,both
1121,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,510.jpg,5,17,5,both
1124,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,91.jpg,5,17,5,both
1126,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,341.jpg,5,17,5,both
1130,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,68.jpg,5,17,5,both
1131,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,448.jpg,5,17,5,both
1133,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,542.jpg,5,17,5,both
1136,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,208.jpg,5,17,5,both
1143,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,61.jpg,5,17,5,both
1144,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,556.jpg,5,17,5,both
1159,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,37.jpg,5,17,5,both
1160,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,291.jpg,5,17,5,both
1167,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,111.jpg,5,17,5,both
1173,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,26.jpg,5,17,5,both
1180,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,248.jpg,5,17,5,both
1188,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,426.jpg,5,17,5,both
1191,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,128.jpg,5,17,5,both
1193,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,89.jpg,5,17,5,both
1194,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,32.jpg,5,17,5,both
1197,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,347.jpg,5,17,5,both
1198,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,618.jpg,5,17,5,both
1199,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,246.jpg,5,17,5,both
1202,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,77.jpg,5,17,5,both
1204,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,143.jpg,5,17,5,both
1210,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,13.jpg,5,17,5,both
1215,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,462.jpg,5,17,5,both
1222,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,619.jpg,5,17,5,both
1226,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,51.jpg,5,17,5,both
1227,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,453.jpg,5,17,5,both
1229,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,666.jpg,5,17,5,both
1231,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,300.jpg,5,17,5,both
1239,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,112.jpg,5,17,5,both
1240,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,339.jpg,5,17,5,both
1243,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,48.jpg,5,17,5,both
1245,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,550.jpg,5,17,5,both
1249,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,78.jpg,5,17,5,both
1252,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,394.jpg,5,17,5,both
1255,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,184.jpg,5,17,5,both
1262,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,127.jpg,5,17,5,both
1267,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,528.jpg,5,17,5,both
1269,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,505.jpg,5,17,5,both
1284,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,53.jpg,5,17,5,both
1287,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,434.jpg,5,17,5,both
1289,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,83.jpg,5,17,5,both
1292,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,50.jpg,5,17,5,both
1293,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,43.jpg,5,17,5,both
1295,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,41.jpg,5,17,5,both
1296,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,629.jpg,5,17,5,both
1302,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,60.jpg,5,17,5,both
1306,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,524.jpg,5,17,5,both
1307,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,290.jpg,5,17,5,both
1309,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,304.jpg,5,17,5,both
1310,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,64.jpg,5,17,5,both
1311,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,514.jpg,5,17,5,both
1313,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,519.jpg,5,17,5,both
1314,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,398.jpg,5,17,5,both
1321,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,454.jpg,5,17,5,both
1335,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,641.jpg,5,17,5,both
1337,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,531.jpg,5,17,5,both
1342,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,496.jpg,5,17,5,both
1348,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,348.jpg,5,17,5,both
1349,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,585.jpg,5,17,5,both
1366,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,189.jpg,5,17,5,both
1367,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,93.jpg,5,17,5,both
1368,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,614.jpg,5,17,5,both
1369,Bridge_Pose_or_Setu_Bandha_Sarvangasana_,506.jpg,5,17,5,both
